"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL2165132";"";"0";"482.41";"1";"5.99";"BDBM50395583";"O=C1CCc2ccc(Oc3ccc(CN4CCN(c5cccc(Cl)c5Cl)CC4)cc3)cc2N1";"EC50";"'='";"399.0";"nM";"6.40";"";"334991";"UO_0000065";"13.26";"0.26";"0.41";"14.28";"False";"CHEMBL3887361";"Beta-Arrestin Recruitment (Tango) Assay: Recruitment of β-arrestin to agonist-stimulated D2 receptors was performed using a previously described Tango-type assay (Barnea et al., Proc. Natl. Acad. Sci. USA 105:64 (2008)). Briefly, HTLA cells stably expressing β-arrestin-TEV protease and a tetracycline transactivator-driven luciferase were plated in 15-cm dishes in DMEM containing 10% fetal bovine serum and transfected (via calcium phosphate) with 20 μg of a D2V2-TCS-tTA construct (Barnea et al., Proc. Natl. Acad. Sci. USA 105:64 (2008)). The next day, cells were plated in white, clear-bottom, 384-well plates (Greiner, 10,000 cells/well, 50 μl/well) in DMEM containing 1% dialyzed fetal bovine serum. The following day, the cells were challenged with 10 μl/well of reference agonist (6 μM) or D2 test ligand (6 μM)±reference agonist prepared in HBS, 20 mM HEPES, pH 7.4, 18% DMSO (final ligand concentrations were 1 μM, final DMSO concentration was 3%).";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HTLA";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886292";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL3944009";"";"0";"435.57";"0";"4.30";"BDBM185684";"CCOc1ccccc1N1CCCN(CCCCOc2ccc3ccc(=O)[nH]c3c2)CC1";"EC50";"'='";"4.8";"nM";"8.32";"";"334974";"UO_0000065";"19.10";"0.36";"4.02";"14.39";"False";"CHEMBL3887361";"Beta-Arrestin Recruitment (Tango) Assay: Recruitment of β-arrestin to agonist-stimulated D2 receptors was performed using a previously described Tango-type assay (Barnea et al., Proc. Natl. Acad. Sci. USA 105:64 (2008)). Briefly, HTLA cells stably expressing β-arrestin-TEV protease and a tetracycline transactivator-driven luciferase were plated in 15-cm dishes in DMEM containing 10% fetal bovine serum and transfected (via calcium phosphate) with 20 μg of a D2V2-TCS-tTA construct (Barnea et al., Proc. Natl. Acad. Sci. USA 105:64 (2008)). The next day, cells were plated in white, clear-bottom, 384-well plates (Greiner, 10,000 cells/well, 50 μl/well) in DMEM containing 1% dialyzed fetal bovine serum. The following day, the cells were challenged with 10 μl/well of reference agonist (6 μM) or D2 test ligand (6 μM)±reference agonist prepared in HBS, 20 mM HEPES, pH 7.4, 18% DMSO (final ligand concentrations were 1 μM, final DMSO concentration was 3%).";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HTLA";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886292";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL2396663";"";"0";"414.59";"1";"5.69";"(S)-1";"C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1";"EC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"14.20";"0.26";"0.20";"18.20";"False";"CHEMBL3578963";"Intrinsic activity at human dopamine D2S receptor expressed in HEK293 cells co-transfected with Galphai2 assessed as [35S]GTPgammaS binding after 30 mins by [35S]GTPgammaS incorporation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3576771";"1";"Scientific Literature";"J. Med. Chem.";"2015";"CHEMBL3307715";""
"CHEMBL3577342";"";"0";"551.73";"1";"4.63";"(R)-2";"C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cn(CCCC)nn3)c(OC)c2)CO1";"EC50";"'='";"660.0";"nM";"6.18";"";"";"UO_0000065";"11.20";"0.21";"1.55";"6.81";"False";"CHEMBL3578963";"Intrinsic activity at human dopamine D2S receptor expressed in HEK293 cells co-transfected with Galphai2 assessed as [35S]GTPgammaS binding after 30 mins by [35S]GTPgammaS incorporation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3576771";"1";"Scientific Literature";"J. Med. Chem.";"2015";"CHEMBL3307715";""
"CHEMBL53";"APOMORPHINE";"4";"267.33";"0";"2.85";"2; Apo";"CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3";"EC50";"'='";"1.585";"nM";"8.80";"";"";"UO_0000065";"32.92";"0.60";"5.95";"20.14";"False";"CHEMBL4345332";"Agonist activity at D2 long receptor (unknown origin) transfected in human HEK293T cells assessed as increase in cAMP accumulation incubated for 2 hrs by cAMP Glo-sensor assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4342494";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";""
"CHEMBL3613878";"";"0";"442.35";"0";"3.59";"55";"Clc1cccc(N2CCN(CCc3cn(-c4ccn5nccc5c4)nn3)CC2)c1Cl";"EC50";"'='";"1096.48";"nM";"5.96";"";"";"UO_0000065";"13.47";"0.27";"2.37";"10.94";"False";"CHEMBL3614299";"Activity at dopamine D2S receptor (unknown origin) expressed in HEK293 cell membranes co-expressing Galpha protein subunit Galphai2 by [35S]GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3612016";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"CHEMBL3307715";""
"CHEMBL378324";"";"0";"393.32";"0";"3.95";"65a";"CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)c(Cl)c1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL866786";"Agonist activity at human recombinant D2 receptor expressed in HEK293 cells by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145336";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3307715";""
"CHEMBL3125990";"";"0";"491.71";"0";"4.49";"(-)-9b";"CCCN(CCN1CCN(c2ccc(-c3cccc(O)c3)cc2)CC1)[C@H]1CCc2nc(N)sc2C1";"EC50";"'='";"15.9";"nM";"7.80";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3132535";"Agonist activity at human dopamine D2 receptor expressed in CHO cells assessed as stimulation of [35S]GTPgammaS binding";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124863";"1";"Scientific Literature";"J. Med. Chem.";"2014";"CHEMBL3308072";""
"CHEMBL3799455";"";"0";"472.59";"0";"4.63";"desOH-1";"COc1cc(CCNCCc2ccc(O)c3[nH]c(=O)ccc23)ccc1OCCCc1ccccc1";"EC50";"'='";"240.0";"nM";"6.62";"";"";"UO_0000065";"14.01";"0.26";"1.99";"7.92";"False";"CHEMBL3801490";"Agonist activity at ARMS2-PK-tagged D2S receptor (unknown origin) transfected in HEK293 cells after 5 hrs by beta-arrestin assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3797035";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"CHEMBL3307715";""
"CHEMBL3800636";"";"0";"421.54";"0";"4.49";"desOH-2";"COc1cc(CCNCCc2ccc(O)c(O)c2)ccc1OCCCc1ccccc1";"EC50";"'='";"2600.0";"nM";"5.58";"";"";"UO_0000065";"13.25";"0.25";"1.10";"7.87";"False";"CHEMBL3801490";"Agonist activity at ARMS2-PK-tagged D2S receptor (unknown origin) transfected in HEK293 cells after 5 hrs by beta-arrestin assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3797035";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"CHEMBL3307715";""
"CHEMBL250635";"";"0";"263.34";"0";"2.26";"17";"CCCN1CCOC(c2cccc(C(=O)OC)c2)C1";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL942047";"Agonist activity at human recombinant dopamine D2 receptor expressed in rat pituitary cells assessed as inhibition of forskolin-stimulated cAMP accumulation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Pituitary gland cell";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140586";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"CHEMBL3988382";""
"CHEMBL4102628";"";"0";"476.58";"0";"3.49";"13a";"O=C1CCc2ccc(OCCCCN3CCCN(c4ccc(O)c5[nH]c(=O)ccc45)CC3)cc2N1";"EC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"14.06";"0.26";"3.21";"6.84";"False";"CHEMBL4015821";"Partial agonist activity at human D2SR expressed in HEK293T cells co-expressing (EA)beta-arrestin2 and GRK2 assessed as induction of beta-arrestin2 recruitment after 5 hrs by chemiluminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4014323";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3706569";""
"CHEMBL4098803";"";"0";"380.49";"0";"3.32";"12a";"COc1ccccc1N1CCN(CCCCOc2ccc3ccnn3c2)CC1";"EC50";"'='";"1.9";"nM";"8.72";"";"";"UO_0000065";"22.92";"0.43";"5.40";"20.65";"False";"CHEMBL4010175";"Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged GalphaoB after 10 mins by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007455";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4087187";"";"0";"408.50";"0";"3.14";"12e";"COc1ccccc1N1CCN(CCCCOc2ccn3nc(C=O)cc3c2)CC1";"EC50";"'='";"87.1";"nM";"7.06";"";"";"UO_0000065";"17.28";"0.32";"3.92";"11.90";"False";"CHEMBL4010159";"Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing GalphaoA incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007455";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3706569";""
"CHEMBL4083239";"";"0";"462.55";"0";"3.10";"12a";"O=C1CCc2ccc(OCCCCN3CCN(c4ccc(O)c5[nH]c(=O)ccc45)CC3)cc2N1";"EC50";"'='";"93.0";"nM";"7.03";"";"";"UO_0000065";"15.20";"0.28";"3.93";"7.18";"False";"CHEMBL4015816";"Partial agonist activity at human D2SR expressed in HEK293T cells co-expressing (EA)beta-arrestin2 assessed as induction of beta-arrestin2 recruitment after 5 hrs by chemiluminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4014323";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3706569";""
"CHEMBL4098803";"";"0";"380.49";"0";"3.32";"12a";"COc1ccccc1N1CCN(CCCCOc2ccc3ccnn3c2)CC1";"EC50";"'='";"4.1";"nM";"8.39";"";"";"UO_0000065";"22.04";"0.41";"5.07";"19.86";"False";"CHEMBL4010159";"Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing GalphaoA incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007455";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3706569";""
"CHEMBL4080762";"";"0";"380.49";"0";"3.32";"12b";"COc1ccccc1N1CCN(CCCCOc2ccn3nccc3c2)CC1";"EC50";"'='";"42.0";"nM";"7.38";"";"";"UO_0000065";"19.39";"0.36";"4.06";"17.46";"False";"CHEMBL4010159";"Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing GalphaoA incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007455";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3706569";""
"CHEMBL4079375";"";"0";"465.51";"0";"2.16";"8b";"O=Cc1cnn2ccc(OCCCCN3CCN(c4ccc(O)c5c4OCC(=O)N5)CC3)cc12";"EC50";"'='";"68.0";"nM";"7.17";"";"";"UO_0000065";"15.40";"0.29";"5.01";"6.60";"False";"CHEMBL4046981";"Agonist activity at human D2SR expressed in HEK293 cells incubated for 5 hrs by beta-Arrestin 2 recruitment assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043213";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL3577346";"";"0";"591.80";"2";"5.58";"(S)-4";"CCCCn1cc(CCCOc2ccc(C(=O)NCCCCN(CCC)[C@H]3CCc4c(O)cccc4C3)cc2OC)nn1";"EC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"14.19";"0.27";"2.82";"8.25";"False";"CHEMBL3578963";"Intrinsic activity at human dopamine D2S receptor expressed in HEK293 cells co-transfected with Galphai2 assessed as [35S]GTPgammaS binding after 30 mins by [35S]GTPgammaS incorporation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3576771";"1";"Scientific Literature";"J. Med. Chem.";"2015";"CHEMBL3307715";""
"CHEMBL3929710";"";"0";"424.55";"0";"3.35";"BDBM185681";"COc1ccccc1N1CCCN(CCCCOc2ccc3c(n2)NC(=O)CC3)CC1";"EC50";"'='";"6.1";"nM";"8.21";"";"334971";"UO_0000065";"19.35";"0.36";"4.86";"12.27";"False";"CHEMBL3887361";"Beta-Arrestin Recruitment (Tango) Assay: Recruitment of β-arrestin to agonist-stimulated D2 receptors was performed using a previously described Tango-type assay (Barnea et al., Proc. Natl. Acad. Sci. USA 105:64 (2008)). Briefly, HTLA cells stably expressing β-arrestin-TEV protease and a tetracycline transactivator-driven luciferase were plated in 15-cm dishes in DMEM containing 10% fetal bovine serum and transfected (via calcium phosphate) with 20 μg of a D2V2-TCS-tTA construct (Barnea et al., Proc. Natl. Acad. Sci. USA 105:64 (2008)). The next day, cells were plated in white, clear-bottom, 384-well plates (Greiner, 10,000 cells/well, 50 μl/well) in DMEM containing 1% dialyzed fetal bovine serum. The following day, the cells were challenged with 10 μl/well of reference agonist (6 μM) or D2 test ligand (6 μM)±reference agonist prepared in HBS, 20 mM HEPES, pH 7.4, 18% DMSO (final ligand concentrations were 1 μM, final DMSO concentration was 3%).";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HTLA";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886292";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL2165139";"";"0";"422.38";"1";"5.19";"BDBM50395576";"Clc1cccc(N2CCN(CCCOc3ccc4scnc4c3)CC2)c1Cl";"EC50";"'='";"107.0";"nM";"6.97";"";"334983";"UO_0000065";"16.50";"0.35";"1.78";"24.37";"False";"CHEMBL3887361";"Beta-Arrestin Recruitment (Tango) Assay: Recruitment of β-arrestin to agonist-stimulated D2 receptors was performed using a previously described Tango-type assay (Barnea et al., Proc. Natl. Acad. Sci. USA 105:64 (2008)). Briefly, HTLA cells stably expressing β-arrestin-TEV protease and a tetracycline transactivator-driven luciferase were plated in 15-cm dishes in DMEM containing 10% fetal bovine serum and transfected (via calcium phosphate) with 20 μg of a D2V2-TCS-tTA construct (Barnea et al., Proc. Natl. Acad. Sci. USA 105:64 (2008)). The next day, cells were plated in white, clear-bottom, 384-well plates (Greiner, 10,000 cells/well, 50 μl/well) in DMEM containing 1% dialyzed fetal bovine serum. The following day, the cells were challenged with 10 μl/well of reference agonist (6 μM) or D2 test ligand (6 μM)±reference agonist prepared in HBS, 20 mM HEPES, pH 7.4, 18% DMSO (final ligand concentrations were 1 μM, final DMSO concentration was 3%).";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HTLA";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886292";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL3921903";"";"0";"449.60";"0";"4.69";"BDBM185688";"CC(C)Oc1ccccc1N1CCCN(CCCCOc2ccc3ccc(=O)[nH]c3c2)CC1";"EC50";"'='";"0.1";"nM";"10.00";"";"334948";"UO_0000065";"22.24";"0.41";"5.31";"17.30";"False";"CHEMBL3887360";"cAMP GloSensor Assay: HEK293T cells co-expressing the cAMP biosensor GloSensor-22F (Promega) and hD2 receptors were seeded (10,000 cells/20 ul/well) into white, clear-bottom, tissue culture plates in HBSS, 10% FBS, 20 mM HEPES, pH 7.4. After a one- to two-hour recovery, cells were treated with 10 ul of 3x test or reference drug prepared in HBSS, 10% FBS, 20 mM HEPES, pH 7.4. After 30 minutes, cells were challenged with 10 ul of 1,200 nM (4x) isoproterenol in 8% (4x) GloSensor reagent. Luminescence per well per second was read on a Wallac TriLux microbeta plate counter. Data were normalized to the isoproterenol response (100%) and the maximal quinpirole-induced inhibition thereof (0%) and regressed using the sigmoidal dose-response function built into GraphPad Prism 4.0. Notably, HEK293T cells expressing the GloSensor-22F alone (no hD2) were assayed in parallel and displayed no inhibition of isoproterenol-stimulated cAMP.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886292";"37";"BindingDB Database";"";"2015";"CHEMBL3706569";""
"CHEMBL4461742";"";"0";"384.48";"0";"2.93";"49";"COc1ccc(OCCN2CCN(C(=O)c3ccc(OC)cc3)C(C)C2)cc1";"EC50";"'='";"4200.0";"nM";"5.38";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4406526";"Agonist activity at human D2R expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL4463707";"";"0";"369.46";"0";"4.03";"50";"COc1ccc(OCCC2CCN(C(=O)c3ccc(OC)cc3)CC2)cc1";"EC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL4406526";"Agonist activity at human D2R expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL2165120";"";"0";"460.41";"1";"5.21";"45";"O=c1ccc2ccc(OCCCCN3CCCN(c4cccc(Cl)c4Cl)CC3)cc2[nH]1";"EC50";"'='";"2.5";"nM";"8.60";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2168916";"Agonist activity at D2L receptor in human HTLA cells assessed as beta arrestin recruitment at 6 uM after 18 hrs by luminescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HTLA";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163335";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL4470786";"";"0";"364.45";"0";"2.71";"60";"Cc1cccc2cc(C(=O)N3CCN(CCOc4cccnc4)CC3)[nH]c12";"EC50";"'='";"786.0";"nM";"6.11";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4406526";"Agonist activity at human D2R expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL4442016";"";"0";"393.49";"0";"3.40";"84";"CCOc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1";"EC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL4406526";"Agonist activity at human D2R expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL3577346";"";"0";"591.80";"2";"5.58";"(S)-4";"CCCCn1cc(CCCOc2ccc(C(=O)NCCCCN(CCC)[C@H]3CCc4c(O)cccc4C3)cc2OC)nn1";"EC50";"'='";"3.1";"nM";"8.51";"";"";"UO_0000065";"14.38";"0.27";"2.93";"8.36";"False";"CHEMBL3578965";"Intrinsic activity at human dopamine D2L receptor expressed in HEK293 cells co-transfected with Galpha0i assessed as [35S]GTPgammaS binding after 30 mins by [35S]GTPgammaS incorporation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3576771";"1";"Scientific Literature";"J. Med. Chem.";"2015";"CHEMBL3307715";""
"CHEMBL3585369";"";"0";"688.96";"2";"5.24";"15b";"CCCN(CCCNC(=O)CCCCCCC(=O)NCCCN(CCC)CCc1cccc2c1CC(=O)N2)CCc1cccc2c1CC(=O)N2";"EC50";"'='";"22.39";"nM";"7.65";"";"";"UO_0000065";"11.10";"0.21";"2.41";"6.23";"False";"CHEMBL3587537";"Agonist activity at human dopamine D2L receptor expressed in CHO cell membranes after 1 hr by [35S]-GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585327";"1";"Scientific Literature";"MedChemComm";"2014";"CHEMBL3308072";""
"CHEMBL3585367";"";"0";"429.65";"1";"5.08";"12";"CCCCCCCCCC(=O)NCCCN(CCC)CCc1cccc2c1CC(=O)N2";"EC50";"'='";"41.69";"nM";"7.38";"";"";"UO_0000065";"17.18";"0.33";"2.30";"12.01";"False";"CHEMBL3587537";"Agonist activity at human dopamine D2L receptor expressed in CHO cell membranes after 1 hr by [35S]-GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585327";"1";"Scientific Literature";"MedChemComm";"2014";"CHEMBL3308072";""
"CHEMBL3585368";"";"0";"632.85";"1";"3.68";"15a";"CCCN(CCCNC(=O)CCC(=O)NCCCN(CCC)CCc1cccc2c1CC(=O)N2)CCc1cccc2c1CC(=O)N2";"EC50";"'='";"28.18";"nM";"7.55";"";"";"UO_0000065";"11.93";"0.22";"3.87";"6.14";"False";"CHEMBL3587537";"Agonist activity at human dopamine D2L receptor expressed in CHO cell membranes after 1 hr by [35S]-GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585327";"1";"Scientific Literature";"MedChemComm";"2014";"CHEMBL3308072";""
"CHEMBL4523054";"";"0";"365.43";"0";"3.60";"9";"CC(=O)Oc1c(C)cc2c(c1OC(C)=O)-c1cccc3c1[C@@H](C2)N(C)CC3";"EC50";"'='";"579.7";"nM";"6.24";"";"";"UO_0000065";"17.07";"0.32";"2.64";"11.17";"False";"CHEMBL4345332";"Agonist activity at D2 long receptor (unknown origin) transfected in human HEK293T cells assessed as increase in cAMP accumulation incubated for 2 hrs by cAMP Glo-sensor assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4342494";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";""
